0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.751473e-01 1.561669e+00 9.588943e-02 1.597267e-01 2.767621e+01 5.706921e+04 0.000000e+00 8.930575e+01 1.320130e+05 0.000000e+00 6.924577e+04 1.000000e-02 1.000000e-02 9.315253e-01 6.126485e-03 0.000000e+00 6.910690e+02 1.434017e+03 1.533930e+00 3.974482e+01 1.714370e+02 1.560973e+02 5.793187e+01 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 
5.314855e-01 2.072576e+00 6.256347e-01 1.279675e+00 7.290661e+01 5.676630e+04 0.000000e+00 1.449989e+02 1.304975e+05 0.000000e+00 7.154612e+04 2.000000e-02 2.000000e-02 9.883151e-01 2.435581e-02 0.000000e+00 1.029032e+03 4.604198e+03 3.563253e+01 1.816176e+02 1.607310e+02 1.466246e+02 5.958062e+01 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 
3.835740e-01 2.190285e+00 1.379206e+00 2.756705e+00 7.329533e+01 5.647010e+04 0.000000e+00 1.445655e+02 1.290725e+05 0.000000e+00 7.357394e+04 3.000000e-02 3.000000e-02 9.976841e-01 5.424124e-02 0.000000e+00 1.067764e+03 5.263143e+03 1.425617e+02 7.864323e+02 1.577941e+02 1.380326e+02 6.125959e+01 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 
3.944081e-01 2.412493e+00 1.991774e+00 4.110723e+00 5.051633e+01 5.617734e+04 0.000000e+00 1.166865e+02 1.277294e+05 0.000000e+00 7.535515e+04 4.000000e-02 4.000000e-02 9.587224e-01 9.505040e-02 0.000000e+00 7.945491e+02 5.526380e+03 3.831439e+02 2.067976e+03 1.560837e+02 1.302563e+02 6.299444e+01 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 
5.906485e-01 2.941872e+00 2.431188e+00 5.133280e+00 3.908807e+01 5.588909e+04 0.000000e+00 7.725655e+01 1.264604e+05 0.000000e+00 7.692234e+04 5.000000e-02 5.000000e-02 8.752137e-01 1.457832e-01 0.000000e+00 9.476782e+02 6.130029e+03 7.348099e+02 3.974258e+03 1.533352e+02 1.232123e+02 6.418352e+01 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 
8.608260e-01 3.859397e+00 2.805774e+00 5.734474e+00 3.517807e+01 5.560701e+04 0.000000e+00 3.154361e+01 1.252589e+05 0.000000e+00 7.830007e+04 6.000000e-02 6.000000e-02 7.552675e-01 2.051965e-01 0.000000e+00 1.402883e+03 6.979979e+03 1.162446e+03 6.245248e+03 1.498460e+02 1.168085e+02 6.495724e+01 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 
1.213393e+00 5.235751e+00 3.106092e+00 5.842936e+00 2.330583e+01 5.533123e+04 0.000000e+00 0.000000e+00 1.241186e+05 0.000000e+00 7.950588e+04 7.000000e-02 7.000000e-02 6.105320e-01 2.718342e-01 0.000000e+00 1.759851e+03 7.591162e+03 1.667066e+03 8.541742e+03 1.471128e+02 1.109779e+02 6.567113e+01 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.733789e+00 6.702732e+00 3.245815e+00 5.842936e+00 0.000000e+00 5.505876e+04 0.000000e+00 0.000000e+00 1.230342e+05 0.000000e+00 8.055565e+04 8.000000e-02 8.000000e-02 4.550626e-01 3.440633e-01 0.000000e+00 1.449090e+03 7.376470e+03 2.483479e+03 1.075622e+04 1.469350e+02 1.056613e+02 6.682151e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.401745e+00 8.184867e+00 3.245815e+00 5.842936e+00 0.000000e+00 5.478347e+04 0.000000e+00 0.000000e+00 1.220004e+05 0.000000e+00 8.146047e+04 9.000000e-02 9.000000e-02 3.039572e-01 4.201138e-01 0.000000e+00 1.834112e+03 6.137283e+03 2.683708e+03 1.312301e+04 1.499088e+02 1.008553e+02 6.725406e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
